Runner,Time,Date
Michael McFadden,36.009,2004-08-04
Sceptus,24.019,2005-08-30
Sceptus,23.297,2006-03-17
IsraeliRD,22.873,2006-05-09
IsraeliRD,21.691,2006-08-XX
Xelna,21.406,2006-08-XX
IsraeliRD,20.39,2006-08-XX
Xelna,20.327,2009-01-10
Xelna,20.319,2009-01-10
Xelna,20.249,2009-01-10
Xelna,20.140,2009-04-09
Xelna,19.921,2009-04-12
Xelna,19.890,2009-04-13
Xelna,19.562,2011-08-18
Regislian,18.969,2013-07-21
Regislian,18.781,2013-08-22
Xedron,18.648,2019-03-02
Xedron,18.448,2019-03-02
Cobalt,18.406,2020-03-15
Cobalt,18.326,2020-03-21
