Runner,Time,Date
Michael McFadden,6.749,2004-08-04
Andrew Patterson,6.000,2006-05-30
IsraeliRD,5.328,2006-XX-XX
IsraeliRD,5.227,2006-09-09
IsraeliRD,4.376,2006-09-23
Xelna,4.125,2006-09-09
KidPlayer47,4.031,2009-03-22
Dushine,3.985,2009-04-08
Nature Freak,3.982,2016-05-20
DKman00,3.977,2018-08-18
Nature Freak,3.961,2018-11-18
