Runner,Time,Date
Michael McFadden,5.519,2004-08-04
Sceptus,5.329,2005-08-30
Guagan Jackson,4.902,2006-03-04
IsraeliRD,4.897,2006-XX-XX
Dushine,4.890,2009-01-31
IsraeliRD,4.863,2009-03-03
Kalle29,4.836,2016-04-28
Nature Freak,4.783,2019-06-09
Mazik,4.609,2020-03-27
Xelna,4.531,2020-03-28
Mazik,4.466,2020-03-29
HappyTreeX1,4.434,2021-07-30
Dom	4.300,2021-08-29
