Runner,Time,Date
Michael McFadden,27.509,2004-08-04
IsraeliRD,23.349,2006-02-20
IsraeliRD,17.265,2006-XX-XX
Xelna,13.875,2006-07-28
Xelna,13.769,2006-10-03
Xelna,13.594,2006-10-25
Xelna,11.887,2009-01-11
Xelna,11.069,2009-08-03
Xelna,10.909,2009-08-03
Xelna,10.652,2009-08-03
Xelna,10.281,???
MBCollector672,10.188,2018-04-04
Xelna,9.822,2019-03-27
Xelna,9.772,2019-03-27
Xelna,9.717,2019-03-30
Xelna,9.706,2019-04-01
Xelna,9.309,2019-04-01
HappyTreeX1,9.086,2021-07-06
HappyTreeX1,8.836,2021-07-18
HappyTreeX1,8.781,2021-09-05
