Runner,Time,Date
Michael McFadden,28.859,2004-08-04
Michael McFadden,25.529,2005-08-30
IsraeliRD,21.921,2006-02-21
Sceptus,21.844,2006-02-25
IsraeliRD,20.950,2006-02-25
IsraeliRD,20.709,2006-02-25
Xelna,20.125,2006-08-17
IsraeliRD,19.21,2006-09-09
Xelna,19.09,2006-12-10
IsraeliRD,18.125,2008-12-24
IsraeliRD,17.843,2008-12-31
Akantor,17.56,2009-05-20
Xelna,17.41,2009-09-14
Xelna,17.27,2011-07-17
Xelna,17.16,2011-07-17
Xelna,17.114,2011-07-17
Regislian,16.909,2013-07-02
Powerjohn25,16.894,2014-08-07
Xedron,16.688,2018-11-04
Xedron,16.610,2019-04-06
Xedron,16.509,2019-04-06
Xedron,16.433,2019-04-06
