Runner,Time,Date
Michael McFadden,6.879,2004-08-04
Sceptus,6.843,2005-08-30
Andrew Patterson,6.754,2006-XX-XX
Xelna,6.718,2006-09-22
Taylor,6.672,2006-10-10
Tech Geek,6.664,2006-11-XX
Xelna,6.661,2009-01-11
Sonic Warrior1,6.65,2009-09-20
Moshe,6.632,2013-02-27
Kalle29,6.617,2015-09-14
Kalle29,6.614,2016-02-16
Nature Freak,6.613,2018-10-31
Xelna,6.611,2020-06-13
Xelna,6.610,2020-06-13
Xelna,6.609,2020-06-13
