Runner,Time,Date
Michael McFadden,43.089,2004-08-04
Sceptus,43.039,2005-08-30
IsraeliRD,32.417,2006-03-27
Sceptus,32.009,2006-04-02
IsraeliRD,31.115,2006-04-24
IsraeliRD,27.119,???
IsraeliRD,25.566,2006-09-19
IsraeliRD,25.249,2006-09-XX
IsraeliRD,23.884,2006-09-30
Dushine,23.849,2008-10-XX
Dushine,22.849,2008-10-19
IsraeliRD,21.569,2008-12-XX
IsraeliRD,21.390,2009-01-05
Xelna,21.209,2009-03-18
Xelna,21.079,2009-03-18
Xelna,21.039,2009-03-18
Xelna,20.795,2009-03-19
Xelna,20.659,2012-01-24
Xelna,20.579,2012-01-24
Xelna,20.469,2012-01-24
Xelna,20.349,2012-01-24
Xelna,20.327,2012-01-25
Powerjohn,20.289,2015-03-18
Powerjohn,20.239,2015-03-18
Xedron,20.180,2018-02-17
Xedron,20.019,2018-02-18
Xedron,20.000,2018-02-18
Xedron,19.859,2018-03-10
Kalle29,19.770,2018-03-19
Xedron,19.709,2018-03-19
Xedron,19.547,2018-03-19
Xedron,19.489,2018-03-21
Xedron,19.438,2018-03-21
Xedron,19.432,2018-04-07
Xedron,19.343,2019-03-10
Xedron,19.020,2019-05-11
Xedron,18.850,2019-05-11
Xedron,18.582,2019-05-13
