Runner,Time,Date
Michael McFadden,9.499,2004-08-04
IsraeliRD,8.863,2006-02-25
IsraeliRD,8.813,2006-04-10
IsraeliRD,7.679,2006-04-29
IsraeliRD,7.39,2006-07-XX
Dushine,7.250,2009-01-23
Xelna,7.191,2009-01-30
Akantor,???,2009-XX-XX
Xelna,6.443,2009-09-13
Powerjohn,6.442,2013-10-30
Xelna,6.429,2018-04-22
Xelna,6.406,2018-04-22
Xelna,6.391,2018-04-22
Xelna,6.387,2019-07-06
Xelna,6.383,2019-07-06
Xelna,6.382,2019-07-07
Xelna,6.371,2019-07-07
Cobalt,6.363,2020-03-19
Mazik,6.354,2021-09-17
Mazik,6.351,2021-09-19
Mazik,6.344,2021-09-19
Mazik,6.343,2021-09-20
